GRUPO,NOMBRE GIRA,AÑO,MES,MERCADO,PAÍS,CIUDAD,RECINTO,CAPACIDAD,ENTRADA MÁS BARATA,ENTRADA MÁS CARA
SHINee,SMTown Live in Paris,2011,6,Europa,Francia,París,Accor Arena,20300, Sin datos , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,4,Japón,Japón,Fukuoka,Marinne Messe,13000, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,4,Japón,Japón,Sapporo,Makomanai Ice Arena,10024, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,5,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,5,Japón,Japón,Osaka,Osaka Jo-Hall,16000, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,5,Japón,Japón,Kōbe,Kobe World Memorial Hall,8000, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,5,Japón,Japón,Osaka,Osaka Jo-Hall,16000, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,5,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,6,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,6,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, $80.00 , Sin datos 
SHINee,"The 1st Japan Arena Tour ""SHINee World""",2012,7,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, $80.00 , Sin datos 
SHINee,"The 2nd Concert ""SHINee World II""",2012,7,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
SHINee,"The 2nd Concert ""SHINee World II""",2012,9,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
SHINee,"The 2nd Concert ""SHINee World II""",2012,9,China,China,Hong Kong,Asian World Expo Arena,14000, Sin datos , Sin datos 
SHINee,"The 2nd Concert ""SHINee World II""",2012,12,Sudeste asiático,Singapur,Singapur,Singapore Indoor Stadium,12000, Sin datos , Sin datos 
SHINee,KBS Music Bank Live in Paris,2012,2,Estados Unidos,Estados Unidos,Anaheim,Honda Center,18336, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2012,5,China,Taiwán,Zhubei,Hsinchu County Stadium,15000, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2012,8,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2012,8,Corea del Sur,Corea del Sur,Seúl,Seoul Olympic Stadium,69950, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2012,9,Sudeste asiático,Indonesia,Yakarta,Gelora Bung Karno Stadium,28000, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2012,11,Sudeste asiático,Singapur,Singapur,The Float @ Marina Bay,30000, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2012,12,Sudeste asiático,Tailandia,Bangkok,Thunder Dome,15000, Sin datos , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,6,Japón,Japón,Saitama,Saitama Super Arena,365000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,7,Japón,Japón,Osaka,Osaka Jo-Hall,16000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,7,Japón,Japón,Niigata,Toki Messe,10000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,8,Japón,Japón,Sapporo,Makomanai Ice Arena,10024, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,8,Japón,Japón,Kōbe,Kobe World Memorial Hall,8000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,9,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,11,Japón,Japón,Fukuoka,Marinne Messe,13000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,12,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, $82.00 , Sin datos 
SHINee,"The 2nd Japan Arena Tour SHINee World ""Boys Meet U""",2013,12,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, $82.00 , Sin datos 
SHINee,SMTown Live World Tour III,2013,10,China,China,Pekín,Beijing National Stadium,80000, Sin datos , Sin datos 
SHINee,SMTown Live World Tour III,2013,10,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
SHINee,Mnet M! Countdown in Taiwan,2013,4,China,Taiwán,Taipéi,Taipei Arena,15000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World III""",2014,3,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, $100.00 , Sin datos 
SHINee,"SHINee Concert ""SHINee World III""",2014,4,México,México,Ciudad de México,Mexico Arena,22300, Sin datos , Sin datos 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Sudeste asiático,Filipinas,Manila,SM Mall Of Asia Arena,20000, $45.00 , $300.00 
SHINee,"SHINee Concert ""SHINee World III""",2014,4,América Latina,Argentina,Buenos Aires,Luna Park Arena,8400, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World III""",2014,5,China,Taiwán,Taipéi,Xinzhuang Gymnasium,7125, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World III""",2014,6,China,China,Shanghái,Shangai Indoor Stadium,13000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World III""",2014,6,Sudeste asiático,Indonesia,Yakarta,Mata Elang International Stadium,20053, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,9,Japón,Japón,Ichihara,Chiba Civic Center,1000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,9,Japón,Japón,Prefectura de Shizuoka,Shizouka Citizen Culture Center,1513, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Gunma,Gunma Prefecture Hall,1994, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Tochigi,Utsunomiya Cultural Center,2000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Ōita,Prefecture Cultural Center,4500, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Nagasaki,Nagasaki Brick Hall,2002, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Nagano,Nagano Min Culture Hall,606, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Ishikawa,Hokoriku Electric Power Hall,8058, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Mie,Mie Prefecture Culture Hall,11000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Prefectura de Shizuoka,Shingon Hamamatsu Act City,Sin datos, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Saitama,Saitama Super Arena,365000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,10,Japón,Japón,Kurashiki,Okayama Civic Center,Sin datos, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,11,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,11,Japón,Japón,Niigata,Toki Messe,10000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,11,Japón,Japón,Nagoa,Nihon Kaishi Hall,14471, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,11,Japón,Japón,Fukuoka,Marinne Messe,13000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,11,Japón,Japón,Sapporo,Makomanai Ice Arena,10024, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,11,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,12,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,12,Japón,Japón,Osaka,Osaka Jo-Hall,16000, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2014,12,Japón,Japón,Kōbe,Kobe World Memorial Hall,8000, Sin datos , Sin datos 
SHINee,Music Bank in Brazil,2014,6,Brasil,Brasil,Río de Janeiro,HSBC Arena,15000, Sin datos , Sin datos 
SHINee,SMTown Live in Seúl,2014,8,Corea del Sur,Corea del Sur,Seúl,Seoul Olympic Stadium,69950, Sin datos , Sin datos 
SHINee,"The 3nd Japan Hall and Arena Tour SHINee World ""I'm Your Boy""",2015,3,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World IV""",2015,5,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World IV""",2015,8,China,Taiwán,Taipéi,Xinzhuang Gymnasium,7125, Sin datos , Sin datos 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Sudeste asiático,Filipinas,Manila,SM Mall Of Asia Arena,20000, $45.00 , $300.00 
SHINee,"SHINee Concert ""SHINee World IV""",2015,10,China,China,Shanghái,Shangai Indoor Stadium,13000, Sin datos , Sin datos 
SHINee,SMTown Live in Taiwán,2015,3,China,Taiwán,Taipéi,Hsinchu County Stadium,15000, Sin datos , Sin datos 
SHINee,F1 After-Race Concert in Sepang,2015,3,Sudeste asiático,Malasia,Sepang,Sepang International Circuit,130000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,1,Japón,Japón,Fukuoka,Marinne Messe,13000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,2,Japón,Japón,Prefectura de Fukui,Sun Dome,10411, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,2,Japón,Japón,Kōbe,Kobe World Memorial Hall,8000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,2,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,3,Japón,Japón,Niigata,Toki Messe,10000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,4,Japón,Japón,Nagoya,Nippon Gaishi Hall,10000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,4,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,4,Japón,Japón,Hokkaidō,Hokkaido Prefecture Sports Center,8000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,5,Japón,Japón,Osaka,Kyocera Dome,55000, Sin datos , Sin datos 
SHINee,"4th Japan Tour SHINee World ""DxDxD""",2016,5,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2016,9,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2016,11,Sudeste asiático,Indonesia,Yakarta,Jakarta internacional Expo,7000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2016,12,Japón,Japón,Yokohama,Yokohama Arena,17000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2017,3,América del Norte,Canadá,Toronto,Sony Centre,3191, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2017,3,América del Norte,Canadá,Vancouver,The Orpheum,2780, Sin datos , Sin datos 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Estados Unidos,Estados Unidos,Atlanta,State Farm Arena,16500, $49.50 , $320.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Estados Unidos,Estados Unidos,Atlanta,State Farm Arena,16500, $49.50 , $320.00 
SHINee,"SHINee Concert ""SHINee World V"" ",2017,5,China,China,Hong Kong,Asian World Expo Arena,14000, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2017,6,China,Taiwán,Taipéi,Xinzhuang Gymnasium,7125, Sin datos , Sin datos 
SHINee,"SHINee Concert ""SHINee World V"" ",2017,6,Sudeste asiático,Tailandia,Bangkok,Thunder Dome,15000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,1,Japón,Japón,Prefectura de Fukui,Sun Dome,10411, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,2,Japón,Japón,Prefectura de Hyōgo,Kobe World Memorial Hall,8000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,2,Japón,Japón,Fukuoka,Marinne Messe,13000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,2,Japón,Japón,Osaka,Osaka Jo-Hall,16000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,3,Japón,Japón,Prefectura de Shizuoka,Shizuoka EcoPa Arena,10000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,3,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,4,Japón,Japón,Prefectura de Aichi,Nippon Gaishi Hall,10000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,4,Japón,Japón,Osaka,Osaka Jo-Hall,16000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,4,Japón,Japón,Saitama,Saitama Super Arena,365000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,4,Japón,Japón,Hokkaidō,Hokkaido Prefecture Sports Center,8000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,4,Japón,Japón,Hiroshima,Hiroshima Green Arena,10000, Sin datos , Sin datos 
SHINee,"5th Japan Tour SHINee World ""Five""",2017,4,Japón,Japón,Tokio,Yoyogi National Gymnasium,13.291, Sin datos , Sin datos 
SHINee,"SHINee World ""Five"" Special Edition",2017,9,Japón,Japón,Tokio,Tokyo Dome,55000, Sin datos , Sin datos 
SHINee,"SHINee World ""Five"" Special Edition",2017,9,Japón,Japón,Osaka,Kyocera Dome,55000, $86.00 , Sin datos 
SHINee,"SHINee World The Best 2018 ""From Now On""",2018,2,Japón,Japón,Osaka,Kyocera Dome,55000, $86.00 , Sin datos 
SHINee,"SHINee World The Best 2018 ""From Now On""",2018,2,Japón,Japón,Tokio,Tokyo Dome,55000, $86.00 , Sin datos 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Estados Unidos,Estados Unidos,Fort Worth,Dickies Arena,14000, $49.50 , $320.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Estados Unidos,Estados Unidos,Fort Worth,Dickies Arena,14000, $49.50 , $320.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,3,Estados Unidos,Estados Unidos,Los Ángeles,BMO Stadium,22000, $49.50 , $320.00 
Stray Kids," 2nd World Tour ""Maniac""",2023,4,Estados Unidos,Estados Unidos,Los Ángeles,BMO Stadium,22000, $49.50 , $320.00 
Stray Kids,5-STAR Dome Tour,2023,8,Japón,Japón,Fukuoka,PayPay Dome,40000, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,8,Japón,Japón,Fukuoka,PayPay Dome,40000, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,9,Japón,Japón,Nagoya,Vantelin Dome,49000, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,9,Japón,Japón,Nagoya,Vantelin Dome,49000, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,9,Japón,Japón,Osaka,Kyocera Dome,36418, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,9,Japón,Japón,Osaka,Kyocera Dome,36418, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,10,Japón,Japón,Tokio,Tokyo Dome,55000, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour,2023,10,Japón,Japón,Tokio,Tokyo Dome,55000, $68.00 , $106.00 
Stray Kids,5-STAR Dome Tour Special,2023,10,Corea del Sur,Corea del Sur,Seúl,Gocheok Sky Dome,25000, $82.00 , $115.00 
Stray Kids,5-STAR Dome Tour Special,2023,10,Corea del Sur,Corea del Sur,Seúl,Gocheok Sky Dome,25000, $82.00 , $115.00 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,6,Sudeste asiático,Indonesia,Yakarta,Indonesia Convention Exhibition,4750, $110.00 , $183.00 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,8,Japón,Japón,Tokio,Tokyo Dome,42000, $96.00 , $96.00 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,8,Japón,Japón,Tokio,Tokyo Dome,42000, $96.00 , $96.00 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,8,Estados Unidos,Estados Unidos,Los Ángeles,Crypto.com Arena,20000, $150.00 ," $3,000.00 "
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,8,Estados Unidos,Estados Unidos,Atlanta,Fox Theatre,4665, $90.00 , $356.00 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,9,México,México,Ciudad de México,Palacio De Los Deportes,17800, $62.12 , $207.08 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,9,Brasil,Brasil,São Paulo,Espaço Unimed,25000, $83.25 , $341.84 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,9,América Latina,Chile,Santiago de Chile,Teatro Caupolicán,7000, $64.20 , $246.10 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,9,Europa,Inglaterra,Londres,The O2,20000, $70.00 , $180.00 
aespa,"1st Live Tour ""Synk: Hyper Line""",2023,9,Europa,Francia,París,Dôme de Paris,4600, $60.00 ," $3,000.00 "
I-DLE,I Am FREE-TY,2023,6,Corea del Sur,Corea del Sur,Seúl,Jamsil Indoor Stadium,10000, $80.00 , $120.00 
I-DLE,I Am FREE-TY,2023,6,Corea del Sur,Corea del Sur,Seúl,Jamsil Indoor Stadium,10000, $80.00 , $120.00 
I-DLE,I Am FREE-TY,2023,7,China,Taiwán,Taipéi,Taipei Music Center,6000, $70.00 , $150.00 
I-DLE,I Am FREE-TY,2023,7,China,Taiwán,Taipéi,Taipei Music Center,10000, $70.00 , $150.00 
I-DLE,I Am FREE-TY,2023,7,Sudeste asiático,Tailandia,Bangkok,Thunder Dome,7000, $80.00 , $190.00 
I-DLE,I Am FREE-TY,2023,7,China,China,Hong Kong,Asia World Expo Hall 10,10000, $90.00 , $230.00 
I-DLE,I Am FREE-TY,2023,7,China,China,Hong Kong,Asia World Expo Hall 10,10000, $90.00 , $230.00 
I-DLE,I Am FREE-TY,2023,8,Estados Unidos,Estados Unidos,San Francisco,Bill Graham Civic Auditorium,7000, $65.00 , $275.00 
I-DLE,I Am FREE-TY,2023,8,Estados Unidos,Estados Unidos,Los Ángeles,Microsoft Theater,7100, $65.00 , $275.00 
I-DLE,I Am FREE-TY,2023,8,Estados Unidos,Estados Unidos,Dallas,Texas Trust Cu Theatre,6350, $65.00 , $275.00 
I-DLE,I Am FREE-TY,2023,8,Estados Unidos,Estados Unidos,Nueva York,The Theater At MSG,5600, $65.00 , $275.00 
I-DLE,I Am FREE-TY,2023,8,Estados Unidos,Estados Unidos,Atlanta,Fox Theatre,4665, $65.00 , $275.00 
I-DLE,I Am FREE-TY,2023,8,Estados Unidos,Estados Unidos,Chicago,Rosemont Theatre,4400, $65.00 , $275.00 
I-DLE,I Am FREE-TY,2023,9,Europa,Inglaterra,Londres,OVO Arena Wembley,12500, $55.00 , $250.00 
I-DLE,I Am FREE-TY,2023,9,Europa,Países Bajos,Ámsterdam,AFAS Live,6000, $60.00 , $270.00 
I-DLE,I Am FREE-TY,2023,9,Europa,Francia,París,Zenith Paris - La Villette,6000, $55.00 , $250.00 
I-DLE,I Am FREE-TY,2023,9,Europa,Bélgica,Región de Bruselas-Capital,Vorst National,8000, $60.00 , $280.00 
I-DLE,I Am FREE-TY,2023,9,Europa,Alemania,Berlín,Verti Music Hall,4500, $60.00 , $250.00 
I-DLE,I Am FREE-TY,2023,9,Europa,Alemania,Berlín,Verti Music Hall,4500, $60.00 , $250.00 
I-DLE,I Am FREE-TY,2023,9,Japón,Japón,Tokio,Thachikawa Stage Garden,2500, $70.00 , $150.00 
I-DLE,I Am FREE-TY,2023,9,Japón,Japón,Tokio,Thachikawa Stage Garden,2500, $70.00 , $150.00 
I-DLE,I Am FREE-TY,2023,10,China,China,Macao,Galaxy Arena,18000, $80.00 , $200.00 
I-DLE,I Am FREE-TY,2023,10,Sudeste asiático,Singapur,Singapur,Singapore Indoor Stadium,13000, $130.00 , $180.00 
Super Junior,Super Show 9: Road,2023,2,América Latina,Chile,Santiago de Chile,Movistar Arena,16522, $51.00 , $192.00 
Super Junior,Super Show 9: Road,2023,2,América Latina,Chile,Santiago de Chile,Movistar Arena,16522, $51.00 , $192.00 
Super Junior,Delight Party FanCon 2023,2023,11,América Latina,Chile,Santiago de Chile,Teatro Caupolicán,7000, $64.00 , $192.00 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,4,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $50.00 , $55.00 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,5,Oceanía ,Australia,Sídney,Qudos Bank Arena,21000, $132.34 , $234.26 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,5,Oceanía ,Australia,Melbourne,Rod Laver Arena,14200, $132.34 , $234.26 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,5,Japón ,Japón,Osaka,Yanmar Stadium Nagai,50000, $69.84 , $90.80 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,5,Japón ,Japón,Tokio,Ajinomoto Stadium,48013, $69.84 , $90.80 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,6,Estados Unidos ,Estados Unidos,Los Ángeles,Sofi Stadium,70000, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,6,Estados Unidos ,Estados Unidos,Oakland,Oakland Arena,19200, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,6,Estados Unidos ,Estados Unidos,Tacoma,Tacoma Dome,23000, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,6,Estados Unidos ,Estados Unidos,Arlington,Globe Life Field,40300, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,6,Estados Unidos ,Estados Unidos,Houston,Toyota Center,19000, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,6,Estados Unidos ,Estados Unidos,Chicago,United Center,23500, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,7,América del Norte,Canadá,Toronto,Scotiabank Arena,19800, $50.04 , $179.64 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,7,Estados Unidos ,Estados Unidos,New Jersey,Metlife Stadium,82500, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,7,Estados Unidos ,Estados Unidos,Atlanta,Truist Park,41084, $59.50 , $479.50 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,9,Sudeste Asiático,Singapur ,Singapur,Singapore Indoor Stadium,12000, $135.15 , $266.19 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,9,Europa ,Inglaterra,Londres,The O2,20000, $87.62 , $193.54 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,9,Europa ,Francia,París,Accor Arena,20300, $113.83 , $265.84 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,9,Europa ,Alemania,Berlín ,Mercedes Benz Arena,71000, $62.30 , $232.22 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,9,Sudeste Asiático,Tailandia,Bangkok,Impact Arena,12000, $83.40 , $202.53 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,9,Sudeste Asiático,Filipinas,Bulacan,Philippine Arena,55000, $30.96 , $309.62 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,11,Oceanía ,Australia,Melbourne,Marvel Stadium,53343, $132.34 , $234.26 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,12,Japón ,Japón,Nagoya,Vantelin Dome Nagoya,50619, $69.84 , $90.80 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,12,Sudeste Asiático,Indonesia,Yakarta,Jakarta International Stadium,82000, $71.20 , $213.61 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2023,12,Japón ,Japón,Fukuoka,PayPay Dome,40000, $69.84 , $90.80 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,7,Corea del Sur,Corea del Sur,Seúl,Gocheok Sky Dome,16744, $117.00 , $150.00 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,9,Japón ,Japón,Tokio,Tokyo Dome,55000, $104.86 , $167.77 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,11,Japón ,Japón,Saitama,Belluna Dome,31552, $104.86 , $167.77 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,11,Japón ,Japón,Aichi,Vantelin Dome Nagoya,50619, $104.86 , $167.77 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,12,Japón ,Japón,Aichi,Vantelin Dome Nagoya,50619, $104.86 , $167.77 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,12,Japón ,Japón,Osaka,Kyocera Dome Osaka,55000, $104.86 , $167.77 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,12,Japón ,Japón,Fukoaka,Fukuoka Paypay Dome,47500, $104.86 , $167.77 
